Frame_Index,Frame_ID,Points_Within_1m,Avg_Height_m,Status
3609,00003609,1681,1.3673403,OK
3610,00003610,1666,1.3675426,OK
3611,00003611,1700,1.3670521,OK
3612,00003612,1685,1.3668108,OK
3613,00003613,1774,1.3647641,OK
3614,00003614,1686,1.3641695,OK
3615,00003615,1682,1.3646798,OK
3616,00003616,1694,1.3639992,OK
3617,00003617,1700,1.3672317,OK
3618,00003618,1646,1.369986,OK
3619,00003619,1650,1.3658565,OK
3620,00003620,1710,1.3646603,OK
3621,00003621,1689,1.3643749,OK
3622,00003622,1692,1.3662885,OK
3623,00003623,1728,1.3665099,OK
3624,00003624,1708,1.3636631,OK
3625,00003625,1706,1.3729906,OK
3626,00003626,1681,1.3676816,OK
3627,00003627,1735,1.3687879,OK
3628,00003628,1666,1.3696628,OK
3629,00003629,1682,1.3680592,OK
3630,00003630,1693,1.3714738,OK
3631,00003631,1712,1.3653237,OK
3632,00003632,1697,1.366648,OK
3633,00003633,1735,1.3670781,OK
3634,00003634,1705,1.369152,OK
3635,00003635,1707,1.3634621,OK
3636,00003636,1719,1.3630029,OK
3637,00003637,1660,1.3674648,OK
3638,00003638,1671,1.3637011,OK
3639,00003639,1705,1.3695295,OK
3640,00003640,1752,1.3690052,OK
3641,00003641,1768,1.3670331,OK
3642,00003642,1783,1.3678037,OK
3643,00003643,1742,1.3658953,OK
3644,00003644,1772,1.3677524,OK
3645,00003645,1726,1.3667662,OK
3646,00003646,1752,1.364546,OK
3647,00003647,1752,1.3671308,OK
3648,00003648,1685,1.366881,OK
3649,00003649,1811,1.3636746,OK
3650,00003650,1709,1.3677082,OK
3651,00003651,1742,1.3654897,OK
3652,00003652,1724,1.3681897,OK
3653,00003653,1654,1.3672589,OK
3654,00003654,1825,1.3644459,OK
3655,00003655,1771,1.370034,OK
3656,00003656,1805,1.3696808,OK
3657,00003657,1727,1.3674953,OK
3658,00003658,1743,1.3674266,OK
3659,00003659,1783,1.3687186,OK
3660,00003660,1762,1.3687909,OK
3661,00003661,1667,1.3625909,OK
3662,00003662,1794,1.3676695,OK
3663,00003663,1800,1.3703058,OK
3664,00003664,1798,1.3714066,OK
3665,00003665,1786,1.3687899,OK
3666,00003666,1719,1.3728389,OK
3667,00003667,1791,1.3705084,OK
3668,00003668,1837,1.372802,OK
3669,00003669,1761,1.3718114,OK
3670,00003670,1817,1.3729784,OK
3671,00003671,1820,1.3651261,OK
3672,00003672,1802,1.3708909,OK
3673,00003673,1766,1.3676062,OK
3674,00003674,1760,1.3697469,OK
3675,00003675,1813,1.3673878,OK
3676,00003676,1810,1.3668847,OK
3677,00003677,1779,1.3713286,OK
3678,00003678,1721,1.3698127,OK
3679,00003679,1793,1.3721594,OK
3680,00003680,1763,1.3648593,OK
3681,00003681,1777,1.3687898,OK
3682,00003682,1778,1.3700889,OK
3683,00003683,1791,1.3698975,OK
3684,00003684,1684,1.3724846,OK
3685,00003685,1757,1.3709397,OK
3686,00003686,1705,1.3640046,OK
3687,00003687,1830,1.3700161,OK
3688,00003688,1771,1.3684789,OK
3689,00003689,1735,1.3672881,OK
3690,00003690,1779,1.3703768,OK
3691,00003691,1765,1.3667103,OK
3692,00003692,1759,1.3688947,OK
3693,00003693,1705,1.3678136,OK
3694,00003694,1765,1.3652742,OK
3695,00003695,1750,1.3673571,OK
3696,00003696,1721,1.3659772,OK
3697,00003697,1766,1.3674679,OK
3698,00003698,1744,1.3624251,OK
3699,00003699,1709,1.3696672,OK
3700,00003700,1708,1.3666197,OK
3701,00003701,1777,1.3699903,OK
3702,00003702,1755,1.367227,OK
3703,00003703,1813,1.3695177,OK
3704,00003704,1779,1.36838,OK
3705,00003705,1752,1.3650312,OK
3706,00003706,1752,1.3671708,OK
3707,00003707,1812,1.368107,OK
3708,00003708,1785,1.367493,OK
3709,00003709,1748,1.368769,OK
3710,00003710,1745,1.365888,OK
3711,00003711,1739,1.3663222,OK
3712,00003712,1781,1.3678036,OK
3713,00003713,1803,1.3657194,OK
3714,00003714,1743,1.3709177,OK
3715,00003715,1769,1.3673849,OK
3716,00003716,1702,1.3705549,OK
3717,00003717,1752,1.3676653,OK
3718,00003718,1724,1.3653287,OK
3719,00003719,1757,1.3621728,OK
3720,00003720,1743,1.365844,OK
3721,00003721,1784,1.3692027,OK
3722,00003722,1752,1.3680311,OK
3723,00003723,1712,1.3702615,OK
3724,00003724,1747,1.3738818,OK
3725,00003725,1735,1.3708928,OK
3726,00003726,1757,1.3688146,OK
3727,00003727,1807,1.3689275,OK
3728,00003728,1724,1.3724118,OK
3729,00003729,1757,1.369588,OK
3730,00003730,1711,1.3645512,OK
3731,00003731,1717,1.3699423,OK
3732,00003732,1709,1.366644,OK
3733,00003733,1755,1.3643146,OK
3734,00003734,1696,1.3691494,OK
3735,00003735,1754,1.3726931,OK
3736,00003736,1704,1.3678241,OK
3737,00003737,1722,1.3700789,OK
3738,00003738,1743,1.3691001,OK
3739,00003739,1717,1.3661219,OK
3740,00003740,1800,1.3658599,OK
3741,00003741,1749,1.3625633,OK
3742,00003742,1733,1.3662372,OK
3743,00003743,1754,1.3658059,OK
3744,00003744,1731,1.3675208,OK
3745,00003745,1725,1.3664768,OK
3746,00003746,1724,1.3673023,OK
3747,00003747,1792,1.3648647,OK
3748,00003748,1740,1.3690788,OK
3749,00003749,1714,1.3663753,OK
3750,00003750,1670,1.3667045,OK
3751,00003751,1708,1.3704425,OK
3752,00003752,1751,1.3690863,OK
3753,00003753,1797,1.3666142,OK
3754,00003754,1776,1.3703257,OK
3755,00003755,1768,1.3714558,OK
3756,00003756,1784,1.3713392,OK
3757,00003757,1738,1.3680688,OK
3758,00003758,1729,1.3692434,OK
3759,00003759,1746,1.3669199,OK
3760,00003760,1741,1.3703676,OK
3761,00003761,1789,1.3639345,OK
3762,00003762,1726,1.3684633,OK
3763,00003763,1696,1.3694755,OK
3764,00003764,1748,1.3661423,OK
3765,00003765,1696,1.3667686,OK
3766,00003766,1749,1.3679125,OK
3767,00003767,1723,1.3714657,OK
3768,00003768,1739,1.3682097,OK
3769,00003769,1766,1.3693259,OK
3770,00003770,1727,1.364318,OK
3771,00003771,1784,1.3688873,OK
3772,00003772,1728,1.368188,OK
3773,00003773,1748,1.3687226,OK
3774,00003774,1725,1.3706785,OK
3775,00003775,1711,1.3672094,OK
3776,00003776,1772,1.3677287,OK
3777,00003777,1766,1.3664718,OK
3778,00003778,1664,1.3694707,OK
3779,00003779,1759,1.3672936,OK
3780,00003780,1783,1.3658574,OK
3781,00003781,1767,1.3667203,OK
3782,00003782,1771,1.3698028,OK
3783,00003783,1786,1.3692917,OK
3784,00003784,1771,1.366753,OK
3785,00003785,1782,1.3670609,OK
3786,00003786,1732,1.3670516,OK
3787,00003787,1722,1.3652444,OK
3788,00003788,1701,1.368834,OK
3789,00003789,1717,1.3652822,OK
3790,00003790,1703,1.3645949,OK
3791,00003791,1678,1.3667139,OK
3792,00003792,1711,1.367874,OK
3793,00003793,1726,1.3688798,OK
3794,00003794,1742,1.364169,OK
3795,00003795,1775,1.3654685,OK
3796,00003796,1680,1.3637884,OK
3797,00003797,1720,1.3692164,OK
3798,00003798,1744,1.3639674,OK
3799,00003799,1427,1.365813,OK
3800,00003800,1470,1.3646861,OK
3801,00003801,1435,1.3620427,OK
3802,00003802,1524,1.3587962,OK
3803,00003803,1526,1.3650168,OK
3804,00003804,1519,1.3636737,OK
3805,00003805,1545,1.3636782,OK
3806,00003806,1556,1.3637285,OK
3807,00003807,1582,1.3647952,OK
3808,00003808,1537,1.3614066,OK
3809,00003809,1541,1.3737326,OK
3810,00003810,1606,1.3659017,OK
3811,00003811,1585,1.3659854,OK
3812,00003812,1594,1.3650166,OK
3813,00003813,1618,1.3665812,OK
3814,00003814,1556,1.3647671,OK
3815,00003815,1518,1.3646867,OK
3816,00003816,1579,1.3645681,OK
3817,00003817,1557,1.3656367,OK
3818,00003818,1505,1.3656228,OK
3819,00003819,1616,1.3648794,OK
3820,00003820,1529,1.3638965,OK
3821,00003821,1517,1.3652335,OK
3822,00003822,1539,1.3681841,OK
3823,00003823,1590,1.3659269,OK
3824,00003824,1498,1.3660313,OK
3825,00003825,1524,1.364806,OK
3826,00003826,1579,1.3630095,OK
3827,00003827,1557,1.3651284,OK
3828,00003828,1523,1.3633088,OK
3829,00003829,1539,1.3655663,OK
3830,00003830,1522,1.3643357,OK
3831,00003831,1575,1.3684437,OK
3832,00003832,1586,1.3656493,OK
3833,00003833,1573,1.3673921,OK
3834,00003834,1551,1.3630612,OK
3835,00003835,1544,1.369209,OK
3836,00003836,1574,1.3683447,OK
3837,00003837,1588,1.3662694,OK
3838,00003838,1582,1.3670443,OK
3839,00003839,1547,1.3707759,OK
3840,00003840,1597,1.3696846,OK
3841,00003841,1611,1.3634398,OK
3842,00003842,1531,1.3660628,OK
3843,00003843,1543,1.3642762,OK
3844,00003844,1557,1.3646431,OK
3845,00003845,1529,1.3621426,OK
3846,00003846,1589,1.3632185,OK
3847,00003847,1515,1.3648176,OK
3848,00003848,1536,1.3634648,OK
3849,00003849,1603,1.3655719,OK
3850,00003850,1582,1.3652881,OK
3851,00003851,1531,1.3676006,OK
3852,00003852,1608,1.3640862,OK
3853,00003853,1487,1.3582636,OK
3854,00003854,1540,1.3589818,OK
3855,00003855,1603,1.362528,OK
3856,00003856,1539,1.3644986,OK
3857,00003857,1524,1.3627106,OK
3858,00003858,1599,1.3615308,OK
3859,00003859,1472,1.3590453,OK
3860,00003860,1481,1.3615831,OK
3861,00003861,1494,1.3568978,OK
3862,00003862,1495,1.3603926,OK
3863,00003863,1504,1.3618603,OK
3864,00003864,1580,1.3641982,OK
3865,00003865,1480,1.3685017,OK
3866,00003866,1536,1.3642874,OK
3867,00003867,1453,1.3600391,OK
3868,00003868,1536,1.3681188,OK
3869,00003869,1572,1.3665298,OK
3870,00003870,1585,1.3646059,OK
3871,00003871,1689,1.3748008,OK
3872,00003872,1706,1.3672317,OK
3873,00003873,1732,1.3634357,OK
3874,00003874,1669,1.3662153,OK
3875,00003875,1741,1.3719075,OK
3876,00003876,1742,1.3695911,OK
3877,00003877,1825,1.3680739,OK
3878,00003878,1793,1.3741192,OK
3879,00003879,1825,1.3675237,OK
3880,00003880,1718,1.3624067,OK
3881,00003881,1782,1.3683382,OK
3882,00003882,1728,1.36668,OK
3883,00003883,1791,1.367304,OK
3884,00003884,1755,1.3690983,OK
3885,00003885,1707,1.3689994,OK
3886,00003886,1768,1.3668578,OK
3887,00003887,1746,1.3685411,OK
3888,00003888,1762,1.369868,OK
3889,00003889,1744,1.3740749,OK
3890,00003890,1857,1.3720788,OK
3891,00003891,1797,1.3690732,OK
3892,00003892,1816,1.3699907,OK
3893,00003893,1790,1.3669016,OK
3894,00003894,1697,1.3636477,OK
3895,00003895,1735,1.3661219,OK
3896,00003896,1765,1.3674852,OK
3897,00003897,1760,1.3671448,OK
3898,00003898,1684,1.3681365,OK
3899,00003899,1760,1.3657835,OK
3900,00003900,1691,1.3652577,OK
3901,00003901,1734,1.3695413,OK
3902,00003902,1763,1.3681048,OK
3903,00003903,1686,1.3656547,OK
3904,00003904,1725,1.3707191,OK
3905,00003905,1725,1.3724871,OK
3906,00003906,1671,1.3720589,OK
3907,00003907,1726,1.371343,OK
3908,00003908,1815,1.3710779,OK
3909,00003909,1868,1.3697113,OK
3910,00003910,1902,1.367672,OK
3911,00003911,1782,1.371456,OK
3912,00003912,1808,1.3706102,OK
3913,00003913,1836,1.3721355,OK
3914,00003914,1803,1.3694967,OK
3915,00003915,1769,1.3665524,OK
3916,00003916,1759,1.3634561,OK
3917,00003917,1788,1.3668551,OK
3918,00003918,1742,1.3665291,OK
3919,00003919,1832,1.3684539,OK
3920,00003920,1771,1.3709134,OK
3921,00003921,1766,1.366895,OK
3922,00003922,1811,1.3725923,OK
3923,00003923,1798,1.3722403,OK
3924,00003924,1802,1.3675525,OK
3925,00003925,1732,1.369904,OK
3926,00003926,1755,1.3645389,OK
3927,00003927,1691,1.3701438,OK
3928,00003928,1715,1.3706527,OK
3929,00003929,1726,1.3712262,OK
3930,00003930,1759,1.3706999,OK
3931,00003931,1762,1.3621774,OK
3932,00003932,1725,1.3653227,OK
3933,00003933,1722,1.3671191,OK
3934,00003934,1736,1.3680242,OK
3935,00003935,1729,1.3728132,OK
3936,00003936,1654,1.3748606,OK
3937,00003937,1686,1.3693477,OK
3938,00003938,1717,1.3696823,OK
3939,00003939,1730,1.3736365,OK
3940,00003940,1742,1.3716944,OK
3941,00003941,1704,1.3795846,OK
3942,00003942,1660,1.3764378,OK
3943,00003943,1610,1.3736646,OK
3944,00003944,1741,1.3705626,OK
3945,00003945,1717,1.371672,OK
3946,00003946,1711,1.3674897,OK
3947,00003947,1721,1.3667568,OK
3948,00003948,1708,1.3695034,OK
3949,00003949,1703,1.3678448,OK
3950,00003950,1755,1.3707045,OK
3951,00003951,1828,1.3693941,OK
3952,00003952,1705,1.3676245,OK
3953,00003953,1616,1.3626488,OK
3954,00003954,1618,1.3638664,OK
3955,00003955,1671,1.3675755,OK
3956,00003956,1733,1.369801,OK
3957,00003957,1691,1.3709391,OK
3958,00003958,1735,1.3681896,OK
3959,00003959,1762,1.3709646,OK
3960,00003960,1754,1.3691081,OK
3961,00003961,1689,1.3680565,OK
3962,00003962,1778,1.372881,OK
3963,00003963,1776,1.3703011,OK
3964,00003964,1740,1.3750111,OK
3965,00003965,1792,1.3741834,OK
3966,00003966,1741,1.366261,OK
3967,00003967,1716,1.3676575,OK
3968,00003968,1655,1.3729393,OK
3969,00003969,1611,1.375068,OK
3970,00003970,1658,1.3687035,OK
3971,00003971,1708,1.3687264,OK
3972,00003972,1685,1.371882,OK
3973,00003973,1813,1.3767897,OK
3974,00003974,1829,1.3773779,OK
3975,00003975,1798,1.3728918,OK
3976,00003976,1735,1.3710238,OK
3977,00003977,1795,1.3736241,OK
3978,00003978,1642,1.3714545,OK
3979,00003979,1775,1.36906,OK
3980,00003980,1694,1.366333,OK
3981,00003981,1604,1.3649714,OK
3982,00003982,1586,1.3668451,OK
3983,00003983,1538,1.3656236,OK
3984,00003984,1572,1.367168,OK
3985,00003985,1568,1.3731165,OK
3986,00003986,1570,1.3677974,OK
3987,00003987,1724,1.3703445,OK
3988,00003988,1766,1.3692924,OK
3989,00003989,1715,1.3709543,OK
3990,00003990,1727,1.3721899,OK
3991,00003991,1776,1.3693405,OK
3992,00003992,1764,1.370217,OK
3993,00003993,1772,1.3762797,OK
3994,00003994,1760,1.3702062,OK
3995,00003995,1776,1.369199,OK
3996,00003996,1741,1.3693476,OK
3997,00003997,1757,1.3667984,OK
3998,00003998,1813,1.3677964,OK
3999,00003999,1764,1.3705163,OK
4000,00004000,1744,1.3687794,OK
4001,00004001,1766,1.3689418,OK
4002,00004002,1793,1.372215,OK
4003,00004003,1773,1.3710327,OK
4004,00004004,1709,1.3708905,OK
4005,00004005,1775,1.3685838,OK
4006,00004006,1772,1.3667741,OK
4007,00004007,1755,1.3680419,OK
4008,00004008,1705,1.3719122,OK
4009,00004009,1648,1.3683555,OK
4010,00004010,1759,1.3667095,OK
4011,00004011,1728,1.368358,OK
4012,00004012,1758,1.3650389,OK
4013,00004013,1775,1.3660315,OK
4014,00004014,1673,1.3664812,OK
4015,00004015,1742,1.3693897,OK
4016,00004016,1807,1.3708596,OK
4017,00004017,1830,1.3732425,OK
4018,00004018,1912,1.3706686,OK
4019,00004019,1797,1.3719276,OK
4020,00004020,1876,1.3666027,OK
4021,00004021,1738,1.3663858,OK
4022,00004022,1735,1.3656266,OK
4023,00004023,1749,1.3678032,OK
4024,00004024,1758,1.3662581,OK
4025,00004025,1774,1.3677218,OK
4026,00004026,1825,1.3719858,OK
4027,00004027,1793,1.3695621,OK
4028,00004028,1712,1.3663713,OK
4029,00004029,1745,1.3673759,OK
4030,00004030,1772,1.3664445,OK
4031,00004031,1751,1.3684641,OK
4032,00004032,1744,1.3659956,OK
4033,00004033,1743,1.367647,OK
4034,00004034,1732,1.370217,OK
4035,00004035,1827,1.3756707,OK
4036,00004036,1791,1.3687192,OK
4037,00004037,1757,1.3654253,OK
4038,00004038,1780,1.3683863,OK
4039,00004039,1761,1.369365,OK
4040,00004040,1693,1.3668239,OK
4041,00004041,1731,1.3675432,OK
4042,00004042,1678,1.3685018,OK
4043,00004043,1767,1.3706284,OK
4044,00004044,1692,1.3657254,OK
4045,00004045,1732,1.3656629,OK
4046,00004046,1738,1.3744185,OK
4047,00004047,1721,1.3702593,OK
4048,00004048,1762,1.3642559,OK
4049,00004049,1734,1.3693935,OK
4050,00004050,1844,1.367055,OK
4051,00004051,1795,1.3670936,OK
4052,00004052,1728,1.3690596,OK
4053,00004053,1721,1.3653828,OK
4054,00004054,1756,1.3716707,OK
4055,00004055,1801,1.3703663,OK
4056,00004056,1784,1.3704447,OK
4057,00004057,1742,1.3683516,OK
4058,00004058,1741,1.3693277,OK
4059,00004059,1818,1.3676436,OK
4060,00004060,1752,1.3672221,OK
4061,00004061,1785,1.3699224,OK
4062,00004062,1741,1.3720294,OK
4063,00004063,1781,1.3712169,OK
4064,00004064,1749,1.36624,OK
4065,00004065,1777,1.3662822,OK
4066,00004066,1745,1.3698231,OK
4067,00004067,1778,1.3682494,OK
4068,00004068,1715,1.3685718,OK
4069,00004069,1770,1.3691926,OK
4070,00004070,1653,1.3664129,OK
4071,00004071,1710,1.3694303,OK
4072,00004072,1724,1.366776,OK
4073,00004073,1741,1.3694476,OK
4074,00004074,1702,1.3657472,OK
4075,00004075,1773,1.3650053,OK
4076,00004076,1725,1.3674308,OK
4077,00004077,1716,1.3689941,OK
4078,00004078,1692,1.3672787,OK
4079,00004079,1734,1.3666246,OK
4080,00004080,1704,1.3664886,OK
4081,00004081,1674,1.3633509,OK
4082,00004082,1652,1.3605981,OK
4083,00004083,1671,1.3658346,OK
4084,00004084,1658,1.3639053,OK
4085,00004085,1666,1.3678157,OK
4086,00004086,1750,1.3655312,OK
4087,00004087,1666,1.3636003,OK
4088,00004088,1681,1.3631322,OK
4089,00004089,1659,1.3649364,OK
4090,00004090,1670,1.3612772,OK
4091,00004091,1656,1.3633853,OK
4092,00004092,1498,1.3660139,OK
4093,00004093,1611,1.3703357,OK
4094,00004094,1617,1.3663335,OK
4095,00004095,1634,1.3676333,OK
4096,00004096,1644,1.3638699,OK
4097,00004097,1681,1.3641466,OK
4098,00004098,1662,1.3644682,OK
4099,00004099,1623,1.36064,OK
4100,00004100,1627,1.3671461,OK
4101,00004101,1669,1.3633311,OK
4102,00004102,1687,1.3638026,OK
4103,00004103,1689,1.3644949,OK
4104,00004104,1674,1.3639958,OK
4105,00004105,1712,1.3696948,OK
4106,00004106,1722,1.3631564,OK
4107,00004107,1721,1.3652548,OK
4108,00004108,1636,1.3609655,OK
4109,00004109,1705,1.367668,OK
4110,00004110,1728,1.3648384,OK
4111,00004111,1718,1.3650415,OK
4112,00004112,1764,1.3661772,OK
4113,00004113,1734,1.3669362,OK
4114,00004114,1692,1.3634775,OK
4115,00004115,1673,1.3631386,OK
4116,00004116,1691,1.3692745,OK
4117,00004117,1754,1.3676196,OK
4118,00004118,1718,1.3693868,OK
4119,00004119,1734,1.3669636,OK
4120,00004120,1701,1.367876,OK
4121,00004121,1637,1.3669341,OK
4122,00004122,1657,1.3708627,OK
4123,00004123,1616,1.363103,OK
4124,00004124,1640,1.3599386,OK
4125,00004125,1656,1.367935,OK
4126,00004126,1688,1.3676263,OK
4127,00004127,1720,1.3703926,OK
4128,00004128,1722,1.3654842,OK
4129,00004129,1729,1.3703673,OK
4130,00004130,1749,1.366672,OK
4131,00004131,1740,1.3631555,OK
4132,00004132,1663,1.3645507,OK
4133,00004133,1712,1.3653122,OK
4134,00004134,1712,1.3677659,OK
4135,00004135,1673,1.3664423,OK
4136,00004136,1692,1.3650731,OK
4137,00004137,1671,1.3681687,OK
4138,00004138,1768,1.368742,OK
4139,00004139,1720,1.3657645,OK
4140,00004140,1753,1.3678973,OK
4141,00004141,1707,1.3637861,OK
4142,00004142,1680,1.3659939,OK
4143,00004143,1725,1.3647108,OK
4144,00004144,1761,1.3718935,OK
4145,00004145,1721,1.3657031,OK
4146,00004146,1659,1.3596206,OK
4147,00004147,1745,1.3646585,OK
4148,00004148,1761,1.3664203,OK
4149,00004149,1754,1.3665277,OK
4150,00004150,1689,1.3655235,OK
4151,00004151,1704,1.367554,OK
4152,00004152,1678,1.3693674,OK
4153,00004153,1772,1.3626817,OK
4154,00004154,1729,1.3701439,OK
4155,00004155,1712,1.3677149,OK
4156,00004156,1740,1.3677173,OK
4157,00004157,1718,1.3697007,OK
4158,00004158,1697,1.3653345,OK
4159,00004159,1738,1.3677694,OK
4160,00004160,1728,1.364897,OK
4161,00004161,1691,1.3695748,OK
4162,00004162,1681,1.370654,OK
4163,00004163,1709,1.3657955,OK
4164,00004164,1661,1.3672695,OK
4165,00004165,1792,1.3657962,OK
4166,00004166,1704,1.3689016,OK
4167,00004167,1778,1.3688811,OK
4168,00004168,1724,1.3685108,OK
4169,00004169,1729,1.3691268,OK
4170,00004170,1616,1.366985,OK
4171,00004171,1700,1.3697133,OK
4172,00004172,1711,1.3701025,OK
4173,00004173,1771,1.3695818,OK
4174,00004174,1713,1.3668007,OK
4175,00004175,1737,1.3706361,OK
4176,00004176,1787,1.3629575,OK
4177,00004177,1764,1.3640057,OK
4178,00004178,1690,1.3663644,OK
4179,00004179,1705,1.3714554,OK
4180,00004180,1770,1.3637806,OK
4181,00004181,1743,1.3690149,OK
4182,00004182,1730,1.3696758,OK
4183,00004183,1741,1.365755,OK
4184,00004184,1740,1.3675613,OK
4185,00004185,1691,1.3676691,OK
4186,00004186,1672,1.3693374,OK
4187,00004187,1689,1.3629568,OK
4188,00004188,1738,1.3667728,OK
4189,00004189,1677,1.366776,OK
4190,00004190,1686,1.3652171,OK
4191,00004191,1707,1.3654194,OK
4192,00004192,1703,1.3677008,OK
4193,00004193,1753,1.3656466,OK
4194,00004194,1792,1.3676655,OK
4195,00004195,1703,1.3611474,OK
4196,00004196,1695,1.3678143,OK
4197,00004197,1741,1.3677807,OK
4198,00004198,1734,1.369243,OK
4199,00004199,268,1.4737556,OK
4200,00004200,257,1.4738631,OK
4201,00004201,278,1.4716457,OK
4202,00004202,249,1.4713356,OK
4203,00004203,268,1.4714202,OK
4204,00004204,247,1.4729303,OK
4205,00004205,272,1.4743754,OK
4206,00004206,269,1.4728998,OK
4207,00004207,271,1.4735137,OK
4208,00004208,275,1.4738687,OK
4209,00004209,276,1.4735754,OK
4210,00004210,253,1.4725593,OK
4211,00004211,293,1.4714533,OK
4212,00004212,289,1.4727956,OK
4213,00004213,263,1.471372,OK
4214,00004214,283,1.4698899,OK
4215,00004215,267,1.4723868,OK
4216,00004216,245,1.4705868,OK
4217,00004217,255,1.4709082,OK
4218,00004218,267,1.472742,OK
4219,00004219,266,1.4730798,OK
4220,00004220,253,1.4735185,OK
4221,00004221,272,1.4727899,OK
4222,00004222,250,1.4735903,OK
4223,00004223,273,1.4720231,OK
4224,00004224,288,1.4732779,OK
4225,00004225,285,1.4724094,OK
4226,00004226,278,1.4726552,OK
4227,00004227,279,1.472627,OK
4228,00004228,303,1.4702703,OK
4229,00004229,285,1.4744134,OK
4230,00004230,296,1.4738171,OK
4231,00004231,271,1.4741653,OK
4232,00004232,286,1.4719783,OK
4233,00004233,267,1.4737028,OK
4234,00004234,265,1.4734962,OK
4235,00004235,286,1.4739901,OK
4236,00004236,295,1.4734064,OK
4237,00004237,289,1.4745919,OK
4238,00004238,283,1.4729743,OK
4239,00004239,277,1.4713304,OK
4240,00004240,284,1.4741985,OK
4241,00004241,278,1.4734497,OK
4242,00004242,252,1.4724189,OK
4243,00004243,288,1.4746305,OK
4244,00004244,275,1.473386,OK
4245,00004245,278,1.4726993,OK
4246,00004246,268,1.4743534,OK
4247,00004247,288,1.4728523,OK
4248,00004248,291,1.4724823,OK
4249,00004249,283,1.4731704,OK
4250,00004250,277,1.4724628,OK
4251,00004251,253,1.4728768,OK
4252,00004252,278,1.4723214,OK
4253,00004253,257,1.4750221,OK
4254,00004254,272,1.4738533,OK
4255,00004255,256,1.4731063,OK
4256,00004256,269,1.4726397,OK
4257,00004257,297,1.4743165,OK
4258,00004258,295,1.4729619,OK
4259,00004259,306,1.4751062,OK
4260,00004260,288,1.4729342,OK
4261,00004261,288,1.4741772,OK
4262,00004262,294,1.4755378,OK
4263,00004263,302,1.4753243,OK
4264,00004264,304,1.4747357,OK
4265,00004265,306,1.4739872,OK
4266,00004266,296,1.4752871,OK
4267,00004267,294,1.4771913,OK
4268,00004268,323,1.4751309,OK
4269,00004269,285,1.4751563,OK
4270,00004270,284,1.4757645,OK
4271,00004271,300,1.4738208,OK
4272,00004272,299,1.4738615,OK
4273,00004273,306,1.475315,OK
4274,00004274,310,1.475636,OK
4275,00004275,267,1.476446,OK
4276,00004276,301,1.4738102,OK
4277,00004277,314,1.4744838,OK
4278,00004278,282,1.4745656,OK
4279,00004279,294,1.4746422,OK
4280,00004280,297,1.4749628,OK
4281,00004281,290,1.4763899,OK
4282,00004282,311,1.4742806,OK
4283,00004283,295,1.4740561,OK
4284,00004284,278,1.4742533,OK
4285,00004285,304,1.4763219,OK
4286,00004286,293,1.474458,OK
4287,00004287,281,1.4754448,OK
4288,00004288,278,1.4735597,OK
4289,00004289,320,1.4746025,OK
4290,00004290,280,1.4749132,OK
4291,00004291,284,1.4733881,OK
4292,00004292,289,1.4745951,OK
4293,00004293,289,1.4761173,OK
4294,00004294,301,1.4756083,OK
4295,00004295,294,1.4721805,OK
4296,00004296,297,1.4735937,OK
4297,00004297,283,1.4727517,OK
4298,00004298,278,1.4745244,OK
4299,00004299,282,1.4736806,OK
4300,00004300,278,1.4755696,OK
4301,00004301,302,1.473095,OK
4302,00004302,299,1.4733005,OK
4303,00004303,293,1.4725091,OK
4304,00004304,269,1.4751934,OK
4305,00004305,284,1.4736193,OK
4306,00004306,264,1.4718026,OK
4307,00004307,286,1.4720222,OK
4308,00004308,279,1.4735142,OK
4309,00004309,272,1.4723936,OK
4310,00004310,275,1.474522,OK
4311,00004311,263,1.4744285,OK
4312,00004312,270,1.4720464,OK
4313,00004313,278,1.473547,OK
4314,00004314,267,1.473563,OK
4315,00004315,270,1.4730874,OK
4316,00004316,280,1.4739095,OK
4317,00004317,300,1.4740609,OK
4318,00004318,286,1.4744363,OK
4319,00004319,280,1.4746962,OK
4320,00004320,300,1.4733402,OK
4321,00004321,302,1.473347,OK
4322,00004322,296,1.4743881,OK
4323,00004323,263,1.4733402,OK
4324,00004324,268,1.4754711,OK
4325,00004325,282,1.4725909,OK
4326,00004326,289,1.4731272,OK
4327,00004327,269,1.4737502,OK
4328,00004328,266,1.474042,OK
4329,00004329,287,1.4744147,OK
4330,00004330,274,1.4711019,OK
4331,00004331,302,1.4748709,OK
4332,00004332,311,1.4728847,OK
4333,00004333,294,1.4748095,OK
4334,00004334,307,1.472413,OK
4335,00004335,276,1.472982,OK
4336,00004336,296,1.474485,OK
4337,00004337,301,1.4743013,OK
4338,00004338,281,1.4741378,OK
4339,00004339,278,1.4727418,OK
4340,00004340,306,1.4748168,OK
4341,00004341,317,1.4745777,OK
4342,00004342,289,1.4734132,OK
4343,00004343,269,1.4729757,OK
4344,00004344,302,1.4764553,OK
4345,00004345,272,1.4782748,OK
4346,00004346,331,1.4767762,OK
4347,00004347,304,1.4764743,OK
4348,00004348,322,1.4786842,OK
4349,00004349,331,1.4781008,OK
4350,00004350,313,1.4779954,OK
4351,00004351,291,1.4780893,OK
4352,00004352,335,1.4762957,OK
4353,00004353,306,1.4737955,OK
4354,00004354,291,1.4740248,OK
4355,00004355,280,1.47525,OK
